Sort	Isolate Sort	Realm	Subrealm	Kingdom	Subkingdom	Phylum	Subphylum	Class	Subclass	Order	Suborder	Family	Subfamily	Genus	Subgenus	Species	Exemplar or additional isolate	Virus name(s)	Virus name abbreviation(s)	Virus isolate designation	Virus GENBANK accession	Virus REFSEQ accession	Genome coverage	Genome composition	Host source	virus tax id	virus name	virus lineage	refseq id	KEGG GENOME	KEGG DISEASE	DISEASE	host tax id	host name	host lineage	pmid	evidence	sample type	source organism
4466	1	Monodnaviria		Shotokuvirae		Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Deltapolyomavirus		Deltapolyomavirus septihominis	E	human polyomavirus 7	HPyV7	713a	HM011566	NC_014407	Complete genome	dsDNA	vertebrates	746831.0	Human polyomavirus 7	Viruses; Monodnaviria; Shotokuvirae; Cossaviricota; Papovaviricetes; Sepolyvirales; Polyomaviridae; Deltapolyomavirus; Deltapolyomavirus septihominis	NC_014407				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo		RefSeq		
4467	1	Monodnaviria		Shotokuvirae		Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Deltapolyomavirus		Deltapolyomavirus sextihominis	E	human polyomavirus 6	HPyV6	607a	HM011560	NC_014406	Complete genome	dsDNA	vertebrates	746830.0	Human polyomavirus 6	Viruses; Monodnaviria; Shotokuvirae; Cossaviricota; Papovaviricetes; Sepolyvirales; Polyomaviridae; Deltapolyomavirus; Deltapolyomavirus sextihominis	NC_014406				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo		RefSeq		
4468	1	Monodnaviria		Shotokuvirae		Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Deltapolyomavirus		Deltapolyomavirus undecihominis	E	STL polyomavirus	STLPyV	MA138	JX463183	NC_020106	Complete genome	dsDNA	vertebrates	1277649.0	STL polyomavirus	Viruses; Monodnaviria; Shotokuvirae; Cossaviricota; Papovaviricetes; Sepolyvirales; Polyomaviridae; Deltapolyomavirus; Deltapolyomavirus undecihominis	NC_020106				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo		RefSeq		
4487	1	Monodnaviria		Shotokuvirae		Cossaviricota		Papovaviricetes		Zurhausenvirales		Papillomaviridae	Firstpapillomavirinae	Alphapapillomavirus		Alphapapillomavirus 1	E	human papillomavirus 32	HPV32		X74475	NC_001586	Complete genome	dsDNA	vertebrates	333763.0	human papillomavirus 32	Viruses; Monodnaviria; Shotokuvirae; Cossaviricota; Papovaviricetes; Zurhausenvirales; Papillomaviridae; Firstpapillomavirinae; Alphapapillomavirus; Alphapapillomavirus 1	NC_001586				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo		UniProt		
4489	1	Monodnaviria		Shotokuvirae		Cossaviricota		Papovaviricetes		Zurhausenvirales		Papillomaviridae	Firstpapillomavirinae	Alphapapillomavirus		Alphapapillomavirus 10	E	human papillomavirus 6	HPV6		X00203	NC_001355	Complete genome	dsDNA	vertebrates	10600.0	Human papillomavirus type 6b	Viruses; Monodnaviria; Shotokuvirae; Cossaviricota; Papovaviricetes; Zurhausenvirales; Papillomaviridae; Firstpapillomavirinae; Alphapapillomavirus; Alphapapillomavirus 10	NC_001355	T40097	H00374, H01418	Viral wart, Condyloma acuminatum; Condylomata acuminata; Genital warts	9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo		UniProt		
4495	1	Monodnaviria		Shotokuvirae		Cossaviricota		Papovaviricetes		Zurhausenvirales		Papillomaviridae	Firstpapillomavirinae	Alphapapillomavirus		Alphapapillomavirus 11	E	human papillomavirus 34	HPV34		X74476	NC_001587	Complete genome	dsDNA	vertebrates	333764.0	Human papillomavirus type 34	Viruses; Monodnaviria; Shotokuvirae; Cossaviricota; Papovaviricetes; Zurhausenvirales; Papillomaviridae; Firstpapillomavirinae; Alphapapillomavirus; Alphapapillomavirus 11	NC_001587				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo		UniProt		
4509	1	Monodnaviria		Shotokuvirae		Cossaviricota		Papovaviricetes		Zurhausenvirales		Papillomaviridae	Firstpapillomavirinae	Alphapapillomavirus		Alphapapillomavirus 13	E	human papillomavirus 54	HPV54		U37488	NC_001676	Complete genome	dsDNA	vertebrates	1671798.0	Human papillomavirus type 54	Viruses; Monodnaviria; Shotokuvirae; Cossaviricota; Papovaviricetes; Zurhausenvirales; Papillomaviridae; Firstpapillomavirinae; Alphapapillomavirus; Alphapapillomavirus 13	NC_001676				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo		UniProt		
4510	1	Monodnaviria		Shotokuvirae		Cossaviricota		Papovaviricetes		Zurhausenvirales		Papillomaviridae	Firstpapillomavirinae	Alphapapillomavirus		Alphapapillomavirus 14	E	human papillomavirus 71	HPV71		AB040456	NC_039089	Complete genome	dsDNA	vertebrates	120686.0	human papillomavirus 71	Viruses; Monodnaviria; Shotokuvirae; Cossaviricota; Papovaviricetes; Zurhausenvirales; Papillomaviridae; Firstpapillomavirinae; Alphapapillomavirus; Alphapapillomavirus 14	NC_039089				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo				
4511	2	Monodnaviria		Shotokuvirae		Cossaviricota		Papovaviricetes		Zurhausenvirales		Papillomaviridae	Firstpapillomavirinae	Alphapapillomavirus		Alphapapillomavirus 14	A	human papillomavirus 90	HPV90		AY057438	NC_004104	Complete genome	dsDNA	vertebrates	333769.0	Human papillomavirus type 90	Viruses; Monodnaviria; Shotokuvirae; Cossaviricota; Papovaviricetes; Zurhausenvirales; Papillomaviridae; Firstpapillomavirinae; Alphapapillomavirus; Alphapapillomavirus 14	NC_004104				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo	12085327	Literature		
4514	1	Monodnaviria		Shotokuvirae		Cossaviricota		Papovaviricetes		Zurhausenvirales		Papillomaviridae	Firstpapillomavirinae	Alphapapillomavirus		Alphapapillomavirus 2	E	human papillomavirus 10	HPV10		X74465	NC_001576	Complete genome	dsDNA	vertebrates	333759.0	human papillomavirus 10	Viruses; Monodnaviria; Shotokuvirae; Cossaviricota; Papovaviricetes; Zurhausenvirales; Papillomaviridae; Firstpapillomavirinae; Alphapapillomavirus; Alphapapillomavirus 2	NC_001576	T40098	H00374, H01418	Viral wart, Condyloma acuminatum; Condylomata acuminata; Genital warts	9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo		UniProt		
4524	1	Monodnaviria		Shotokuvirae		Cossaviricota		Papovaviricetes		Zurhausenvirales		Papillomaviridae	Firstpapillomavirinae	Alphapapillomavirus		Alphapapillomavirus 3	E	human papillomavirus 61	HPV61		U31793	NC_001694	Complete genome	dsDNA	vertebrates	333767.0	Alphapapillomavirus 3	Viruses; Monodnaviria; Shotokuvirae; Cossaviricota; Papovaviricetes; Zurhausenvirales; Papillomaviridae; Firstpapillomavirinae; Alphapapillomavirus	NC_001694				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo		UniProt		
4535	1	Monodnaviria		Shotokuvirae		Cossaviricota		Papovaviricetes		Zurhausenvirales		Papillomaviridae	Firstpapillomavirinae	Alphapapillomavirus		Alphapapillomavirus 4	E	human papillomavirus 2	HPV2		X55964	NC_001352	Complete genome	dsDNA	vertebrates	337043.0	Alphapapillomavirus 4	Viruses; Monodnaviria; Shotokuvirae; Cossaviricota; Papovaviricetes; Zurhausenvirales; Papillomaviridae; Firstpapillomavirinae; Alphapapillomavirus	NC_001352	T40109	H00374	Viral wart	9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo	1964523	Literature		
4538	1	Monodnaviria		Shotokuvirae		Cossaviricota		Papovaviricetes		Zurhausenvirales		Papillomaviridae	Firstpapillomavirinae	Alphapapillomavirus		Alphapapillomavirus 5	E	human papillomavirus 26	HPV26		X74472	NC_001583	Complete genome	dsDNA	vertebrates	333762.0	Human papillomavirus type 26	Viruses; Monodnaviria; Shotokuvirae; Cossaviricota; Papovaviricetes; Zurhausenvirales; Papillomaviridae; Firstpapillomavirinae; Alphapapillomavirus; Alphapapillomavirus 5	NC_001583				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo		UniProt		
4542	1	Monodnaviria		Shotokuvirae		Cossaviricota		Papovaviricetes		Zurhausenvirales		Papillomaviridae	Firstpapillomavirinae	Alphapapillomavirus		Alphapapillomavirus 6	E	human papillomavirus 30	HPV30		X74474	NC_038889	Complete genome	dsDNA	vertebrates	10611.0	human papillomavirus 30	Viruses; Monodnaviria; Shotokuvirae; Cossaviricota; Papovaviricetes; Zurhausenvirales; Papillomaviridae; Firstpapillomavirinae; Alphapapillomavirus; Alphapapillomavirus 6	NC_038889				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo		UniProt		
4544	3	Monodnaviria		Shotokuvirae		Cossaviricota		Papovaviricetes		Zurhausenvirales		Papillomaviridae	Firstpapillomavirinae	Alphapapillomavirus		Alphapapillomavirus 6	A	human papillomavirus 53	HPV53		X74482	NC_001593	Complete genome	dsDNA	vertebrates	333765.0	Human papillomavirus type 53	Viruses; Monodnaviria; Shotokuvirae; Cossaviricota; Papovaviricetes; Zurhausenvirales; Papillomaviridae; Firstpapillomavirinae; Alphapapillomavirus; Alphapapillomavirus 6	NC_001593				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo		UniProt		
4546	1	Monodnaviria		Shotokuvirae		Cossaviricota		Papovaviricetes		Zurhausenvirales		Papillomaviridae	Firstpapillomavirinae	Alphapapillomavirus		Alphapapillomavirus 7	E	human papillomavirus 18	HPV18		X05015	NC_001357	Complete genome	dsDNA	vertebrates	333761.0	human papillomavirus 18	Viruses; Monodnaviria; Shotokuvirae; Cossaviricota; Papovaviricetes; Zurhausenvirales; Papillomaviridae; Firstpapillomavirinae; Alphapapillomavirus; Alphapapillomavirus 7	NC_001357				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo		UniProt		
4554	1	Monodnaviria		Shotokuvirae		Cossaviricota		Papovaviricetes		Zurhausenvirales		Papillomaviridae	Firstpapillomavirinae	Alphapapillomavirus		Alphapapillomavirus 8	E	human papillomavirus 7	HPV7		X74463	NC_001595	Complete genome	dsDNA	vertebrates	10620.0	Human papillomavirus type 7	Viruses; Monodnaviria; Shotokuvirae; Cossaviricota; Papovaviricetes; Zurhausenvirales; Papillomaviridae; Firstpapillomavirinae; Alphapapillomavirus; Alphapapillomavirus 8	NC_001595				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo		UniProt		
4558	1	Monodnaviria		Shotokuvirae		Cossaviricota		Papovaviricetes		Zurhausenvirales		Papillomaviridae	Firstpapillomavirinae	Alphapapillomavirus		Alphapapillomavirus 9	E	human papillomavirus 16	HPV16		K02718	NC_001526	Complete genome	dsDNA	vertebrates	333760.0	Human papillomavirus 16	Viruses; Monodnaviria; Shotokuvirae; Cossaviricota; Papovaviricetes; Zurhausenvirales; Papillomaviridae; Firstpapillomavirinae; Alphapapillomavirus; Alphapapillomavirus 9	NC_001526	T40087	H00374	Viral wart	9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo		UniProt		
4565	1	Monodnaviria		Shotokuvirae		Cossaviricota		Papovaviricetes		Zurhausenvirales		Papillomaviridae	Firstpapillomavirinae	Betapapillomavirus		Betapapillomavirus 1	E	human papillomavirus 5	HPV5		M17463	NC_001531	Complete genome	dsDNA	vertebrates	333923.0	Human papillomavirus 5	Viruses; Monodnaviria; Shotokuvirae; Cossaviricota; Papovaviricetes; Zurhausenvirales; Papillomaviridae; Firstpapillomavirinae; Betapapillomavirus; Betapapillomavirus 1	NC_001531	T40089	H00374	Viral wart	9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo		UniProt		
4586	1	Monodnaviria		Shotokuvirae		Cossaviricota		Papovaviricetes		Zurhausenvirales		Papillomaviridae	Firstpapillomavirinae	Betapapillomavirus		Betapapillomavirus 2	E	human papillomavirus 9	HPV9		X74464	NC_001596	Complete genome	dsDNA	vertebrates	10621.0	Human papillomavirus 9	Viruses; Monodnaviria; Shotokuvirae; Cossaviricota; Papovaviricetes; Zurhausenvirales; Papillomaviridae; Firstpapillomavirinae; Betapapillomavirus; Betapapillomavirus 2	NC_001596	T40111	H00374	Viral wart	9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo		UniProt		
4606	1	Monodnaviria		Shotokuvirae		Cossaviricota		Papovaviricetes		Zurhausenvirales		Papillomaviridae	Firstpapillomavirinae	Betapapillomavirus		Betapapillomavirus 3	E	human papillomavirus 49	HPV49		X74480	NC_001591	Complete genome	dsDNA	vertebrates	10616.0	Human papillomavirus type 49	Viruses; Monodnaviria; Shotokuvirae; Cossaviricota; Papovaviricetes; Zurhausenvirales; Papillomaviridae; Firstpapillomavirinae; Betapapillomavirus; Betapapillomavirus 3	NC_001591				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo		UniProt		
4610	1	Monodnaviria		Shotokuvirae		Cossaviricota		Papovaviricetes		Zurhausenvirales		Papillomaviridae	Firstpapillomavirinae	Betapapillomavirus		Betapapillomavirus 4	E	human papillomavirus 92	HPV92		AF531420	NC_004500	Complete genome	dsDNA	vertebrates	211787.0	Human papillomavirus type 92	Viruses; Monodnaviria; Shotokuvirae; Cossaviricota; Papovaviricetes; Zurhausenvirales; Papillomaviridae; Firstpapillomavirinae; Betapapillomavirus; Betapapillomavirus 4	NC_004500				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo	12919731	Literature		
4611	1	Monodnaviria		Shotokuvirae		Cossaviricota		Papovaviricetes		Zurhausenvirales		Papillomaviridae	Firstpapillomavirinae	Betapapillomavirus		Betapapillomavirus 5	E	human papillomavirus 96	HPV96		AY382779	NC_005134	Complete genome	dsDNA	vertebrates	247269.0	Human papillomavirus type 96	Viruses; Monodnaviria; Shotokuvirae; Cossaviricota; Papovaviricetes; Zurhausenvirales; Papillomaviridae; Firstpapillomavirinae; Betapapillomavirus; Betapapillomavirus 5	NC_005134				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo	17412976	Literature		
4682	1	Monodnaviria		Shotokuvirae		Cossaviricota		Papovaviricetes		Zurhausenvirales		Papillomaviridae	Firstpapillomavirinae	Gammapapillomavirus		Gammapapillomavirus 1	E	human papillomavirus 4	HPV4		X70827	NC_001457	Complete genome	dsDNA	vertebrates	10617.0	Human papillomavirus 4	Viruses; Monodnaviria; Shotokuvirae; Cossaviricota; Papovaviricetes; Zurhausenvirales; Papillomaviridae; Firstpapillomavirinae; Gammapapillomavirus; Gammapapillomavirus 1	NC_001457	T40110	H00374	Viral wart	9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo		UniProt		
4687	1	Monodnaviria		Shotokuvirae		Cossaviricota		Papovaviricetes		Zurhausenvirales		Papillomaviridae	Firstpapillomavirinae	Gammapapillomavirus		Gammapapillomavirus 10	E	human papillomavirus 121	HPV121	NJ3301	GQ845443	NC_014185	Complete genome	dsDNA	vertebrates	915429.0	Human papillomavirus 121	Viruses; Monodnaviria; Shotokuvirae; Cossaviricota; Papovaviricetes; Zurhausenvirales; Papillomaviridae; Firstpapillomavirinae; Gammapapillomavirus; Gammapapillomavirus 10	NC_014185				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo		RefSeq		
4692	1	Monodnaviria		Shotokuvirae		Cossaviricota		Papovaviricetes		Zurhausenvirales		Papillomaviridae	Firstpapillomavirinae	Gammapapillomavirus		Gammapapillomavirus 11	E	human papillomavirus 126	HPV126		AB646346	NC_016157	Complete genome	dsDNA	vertebrates	1055684.0	Human papillomavirus 126	Viruses; Monodnaviria; Shotokuvirae; Cossaviricota; Papovaviricetes; Zurhausenvirales; Papillomaviridae; Firstpapillomavirinae; Gammapapillomavirus; Gammapapillomavirus 11	NC_016157				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo		RefSeq		
