Virus Name	Record ID	ESMFold pLDDT	ColabFold pLDDT	Chosen Method	structure_file	protlen	Genome_composition	Kingdom	Phylum	Class	Order	Family	Genus	Species	Virus_names
human_coronavirus_HKU1	AAT98578.1.5_10182	60.6	91.1	ColabFold	human_coronavirus_HKU1_CF-AAT98578.1.5_10182_relaxed.pdb	303	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Human coronavirus HKU1	
human_coronavirus_HKU1	AAT98578.1.1.1_10182	25.6	61.5	ColabFold	human_coronavirus_HKU1_CF-AAT98578.1.1.1_10182_relaxed.pdb	330	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Human coronavirus HKU1	
human_coronavirus_HKU1	AAT98578.1.1.31_10182	83.2	94.1	ColabFold	human_coronavirus_HKU1_CF-AAT98578.1.1.31_10182_relaxed.pdb	340	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Human coronavirus HKU1	
human_coronavirus_HKU1	AAT98578.1.14_10182	40.9	88.8	ColabFold	human_coronavirus_HKU1_CF-AAT98578.1.14_10182_relaxed.pdb	374	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Human coronavirus HKU1	
human_coronavirus_HKU1	AAT98578.1.1.15_10182	31.5	84.0	ColabFold	human_coronavirus_HKU1_CF-AAT98578.1.1.15_10182_relaxed.pdb	383	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Human coronavirus HKU1	
human_coronavirus_HKU1	AAT98579.1_10182	29.1	80.3	ColabFold	human_coronavirus_HKU1_CF-AAT98579.1_10182_relaxed.pdb	386	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Human coronavirus HKU1	
human_coronavirus_HKU1	AAT98585.1_10182	34.4	68.0	ColabFold	human_coronavirus_HKU1_CF-AAT98585.1_10182_relaxed.pdb	441	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Human coronavirus HKU1	
human_coronavirus_HKU1	AAT98578.1.4_10182	30.4	84.9	ColabFold	human_coronavirus_HKU1_CF-AAT98578.1.4_10182_relaxed.pdb	496	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Human coronavirus HKU1	
human_coronavirus_HKU1	AAT98578.1.1.32_10182	34.4	88.8	ColabFold	human_coronavirus_HKU1_CF-AAT98578.1.1.32_10182_relaxed.pdb	516	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Human coronavirus HKU1	
human_coronavirus_HKU1	AAT98578.1.13_10182	33.4	88.3	ColabFold	human_coronavirus_HKU1_CF-AAT98578.1.13_10182_relaxed.pdb	521	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Human coronavirus HKU1	
human_coronavirus_HKU1	AAT98578.1.1.12_10182	32.7	80.2	ColabFold	human_coronavirus_HKU1_CF-AAT98578.1.1.12_10182_relaxed.pdb	555	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Human coronavirus HKU1	
human_coronavirus_HKU1	AAT98578.1.1.2_10182	26.2	77.2	ColabFold	human_coronavirus_HKU1_CF-AAT98578.1.1.2_10182_relaxed.pdb	585	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Human coronavirus HKU1	
human_coronavirus_HKU1	AAT98578.1.2_10182	24.3	75.0	ColabFold	human_coronavirus_HKU1_CF-AAT98578.1.2_10182_relaxed.pdb	587	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Human coronavirus HKU1	
human_coronavirus_HKU1	AAT98578.1.12_10182	66.4	91.0	ColabFold	human_coronavirus_HKU1_CF-AAT98578.1.12_10182_relaxed.pdb	603	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Human coronavirus HKU1	
human_coronavirus_HKU1	AAT98578.1.1.27_10182	59.2	83.6	ColabFold	human_coronavirus_HKU1_CF-AAT98578.1.1.27_10182_relaxed.pdb	925	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Human coronavirus HKU1	
human_coronavirus_HKU1	AAT98578.1.11_10182	59.3	85.8	ColabFold	human_coronavirus_HKU1_CF-AAT98578.1.11_10182_relaxed.pdb	928	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Human coronavirus HKU1	
human_coronavirus_HKU1	AAT98580.1_10182	22.2	68.9	ColabFold	human_coronavirus_HKU1_CF-AAT98580.1_10182_relaxed.pdb	1356	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Human coronavirus HKU1	
human_coronavirus_HKU1	AAT98578.1.3_10182	27.6	61.8	ColabFold	human_coronavirus_HKU1_CF-AAT98578.1.3_10182_relaxed.pdb	2029	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Human coronavirus HKU1	
cosavirus_B1	ACL15190.1.9_10407	60.9	85.8	ColabFold	cosavirus_B1_CF-ACL15190.1.9_10407_relaxed.pdb	19	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Cosavirus	Cosavirus B	
cosavirus_B1	ACL15190.1.5_10407	73.1	90.2	ColabFold	cosavirus_B1_CF-ACL15190.1.5_10407_relaxed.pdb	31	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Cosavirus	Cosavirus B	
cosavirus_B1	ACL15190.1.1_10407	36.2	60.7	ColabFold	cosavirus_B1_CF-ACL15190.1.1_10407_relaxed.pdb	68	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Cosavirus	Cosavirus B	
cosavirus_B1	ACL15190.1.1.4_10407	80.5	94.2	ColabFold	cosavirus_B1_CF-ACL15190.1.1.4_10407_relaxed.pdb	101	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Cosavirus	Cosavirus B	
cosavirus_B1	ACL15190.1.8_10407	43.4	65.1	ColabFold	cosavirus_B1_CF-ACL15190.1.8_10407_relaxed.pdb	102	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Cosavirus	Cosavirus B	
cosavirus_B1	ACL15190.1.6_10407	51.8	56.2	ColabFold	cosavirus_B1_CF-ACL15190.1.6_10407_relaxed.pdb	119	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Cosavirus	Cosavirus B	
cosavirus_B1	ACL15190.1.1.5_10407	77.6	91.3	ColabFold	cosavirus_B1_CF-ACL15190.1.1.5_10407_relaxed.pdb	148	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Cosavirus	Cosavirus B	
cosavirus_B1	ACL15190.1.1.2_10407	83.8	94.1	ColabFold	cosavirus_B1_CF-ACL15190.1.1.2_10407_relaxed.pdb	162	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Cosavirus	Cosavirus B	
cosavirus_B1	ACL15190.1.1.3_10407	56.8	86.7	ColabFold	cosavirus_B1_CF-ACL15190.1.1.3_10407_relaxed.pdb	171	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Cosavirus	Cosavirus B	
cosavirus_B1	ACL15190.1.10_10407	84.4	93.7	ColabFold	cosavirus_B1_CF-ACL15190.1.10_10407_relaxed.pdb	203	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Cosavirus	Cosavirus B	
cosavirus_B1	ACL15190.1.1.1_10407	58.6	87.7	ColabFold	cosavirus_B1_CF-ACL15190.1.1.1_10407_relaxed.pdb	205	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Cosavirus	Cosavirus B	
cosavirus_B1	ACL15190.1.3_10407	74.4	88.2	ColabFold	cosavirus_B1_CF-ACL15190.1.3_10407_relaxed.pdb	230	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Cosavirus	Cosavirus B	
cosavirus_B1	ACL15190.1.2_10407	50.7	84.5	ColabFold	cosavirus_B1_CF-ACL15190.1.2_10407_relaxed.pdb	271	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Cosavirus	Cosavirus B	
cosavirus_B1	ACL15190.1.4_10407	47.0	83.8	ColabFold	cosavirus_B1_CF-ACL15190.1.4_10407_relaxed.pdb	298	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Cosavirus	Cosavirus B	
cosavirus_B1	ACL15190.1.7_10407	74.9	85.1	ColabFold	cosavirus_B1_CF-ACL15190.1.7_10407_relaxed.pdb	321	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Cosavirus	Cosavirus B	
cosavirus_B1	ACL15190.1.1.6_10407	84.8	96.2	ColabFold	cosavirus_B1_CF-ACL15190.1.1.6_10407_relaxed.pdb	460	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Cosavirus	Cosavirus B	
cosavirus_B1	ACL15190.1.11_10407	86.5	96.2	ColabFold	cosavirus_B1_CF-ACL15190.1.11_10407_relaxed.pdb	462	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Cosavirus	Cosavirus B	
human_parvovirus_B19	AAQ91882.1_4970	49.7	66.6	ColabFold	human_parvovirus_B19_CF-AAQ91882.1_4970_relaxed.pdb	74	ssDNA	Shotokuvirae	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Erythroparvovirus	Erythroparvovirus primate1	
human_parvovirus_B19	AAQ91883.1_4970	64.4	67.5	ColabFold	human_parvovirus_B19_CF-AAQ91883.1_4970_relaxed.pdb	81	ssDNA	Shotokuvirae	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Erythroparvovirus	Erythroparvovirus primate1	
human_parvovirus_B19	AAQ91881.1_4970	45.3	60.2	ColabFold	human_parvovirus_B19_CF-AAQ91881.1_4970_relaxed.pdb	94	ssDNA	Shotokuvirae	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Erythroparvovirus	Erythroparvovirus primate1	
human_parvovirus_B19	AAQ91880.1_4970	37.2	73.1	ColabFold	human_parvovirus_B19_CF-AAQ91880.1_4970_relaxed.pdb	554	ssDNA	Shotokuvirae	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Erythroparvovirus	Erythroparvovirus primate1	
human_parvovirus_B19	AAQ91878.1_4970	68.2	72.6	ColabFold	human_parvovirus_B19_CF-AAQ91878.1_4970_relaxed.pdb	671	ssDNA	Shotokuvirae	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Erythroparvovirus	Erythroparvovirus primate1	
human_parvovirus_B19	AAQ91879.1_4970	37.8	67.8	ColabFold	human_parvovirus_B19_CF-AAQ91879.1_4970_relaxed.pdb	781	ssDNA	Shotokuvirae	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Erythroparvovirus	Erythroparvovirus primate1	
bat_adenovirus_3	ADD17119.1_12123	68.5	92.6	ColabFold	bat_adenovirus_3_CF-ADD17119.1_12123_relaxed.pdb	67	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Bat mastadenovirus A	
bat_adenovirus_3	ADD17109.1_12123	43.4	64.9	ColabFold	bat_adenovirus_3_CF-ADD17109.1_12123_relaxed.pdb	69	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Bat mastadenovirus A	
bat_adenovirus_3	ADD17121.1_12123	32.9	73.7	ColabFold	bat_adenovirus_3_CF-ADD17121.1_12123_relaxed.pdb	96	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Bat mastadenovirus A	
bat_adenovirus_3	ADD17100.1_12123	59.2	76.7	ColabFold	bat_adenovirus_3_CF-ADD17100.1_12123_relaxed.pdb	106	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Bat mastadenovirus A	
bat_adenovirus_3	ADD17125.1_12123	55.9	88.2	ColabFold	bat_adenovirus_3_CF-ADD17125.1_12123_relaxed.pdb	119	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Bat mastadenovirus A	
bat_adenovirus_3	ADD17124.1_12123	61.4	89.6	ColabFold	bat_adenovirus_3_CF-ADD17124.1_12123_relaxed.pdb	124	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Bat mastadenovirus A	
bat_adenovirus_3	ADD17123.1_12123	65.6	79.9	ColabFold	bat_adenovirus_3_CF-ADD17123.1_12123_relaxed.pdb	130	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Bat mastadenovirus A	
bat_adenovirus_3	ADD17107.1_12123	41.9	61.7	ColabFold	bat_adenovirus_3_CF-ADD17107.1_12123_relaxed.pdb	134	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Bat mastadenovirus A	
bat_adenovirus_3	ADD17116.1_12123	47.6	68.5	ColabFold	bat_adenovirus_3_CF-ADD17116.1_12123_relaxed.pdb	155	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Bat mastadenovirus A	
bat_adenovirus_3	ADD17115.1_12123	47.0	67.3	ColabFold	bat_adenovirus_3_CF-ADD17115.1_12123_relaxed.pdb	164	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Bat mastadenovirus A	
bat_adenovirus_3	ADD17098.1_12123	72.2	83.0	ColabFold	bat_adenovirus_3_CF-ADD17098.1_12123_relaxed.pdb	182	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Bat mastadenovirus A	
bat_adenovirus_3	ADD17126.1_12123	27.4	62.6	ColabFold	bat_adenovirus_3_CF-ADD17126.1_12123_relaxed.pdb	187	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Bat mastadenovirus A	
bat_adenovirus_3	ADD17112.1_12123	71.2	92.7	ColabFold	bat_adenovirus_3_CF-ADD17112.1_12123_relaxed.pdb	206	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Bat mastadenovirus A	
bat_adenovirus_3	ADD17117.1_12123	30.9	63.1	ColabFold	bat_adenovirus_3_CF-ADD17117.1_12123_relaxed.pdb	222	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Bat mastadenovirus A	
bat_adenovirus_3	ADD17122.1_12123	29.8	89.6	ColabFold	bat_adenovirus_3_CF-ADD17122.1_12123_relaxed.pdb	260	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Bat mastadenovirus A	
bat_adenovirus_3	ADD17110.1_12123	53.0	54.8	ColabFold	bat_adenovirus_3_CF-ADD17110.1_12123_relaxed.pdb	273	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Bat mastadenovirus A	
bat_adenovirus_3	ADD17118.1_12123	65.8	74.0	ColabFold	bat_adenovirus_3_CF-ADD17118.1_12123_relaxed.pdb	382	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Bat mastadenovirus A	
bat_adenovirus_3	ADD17108.2_12123	36.9	55.4	ColabFold	bat_adenovirus_3_CF-ADD17108.2_12123_relaxed.pdb	433	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Bat mastadenovirus A	
bat_adenovirus_3	ADD17104.1_12123	39.0	67.5	ColabFold	bat_adenovirus_3_CF-ADD17104.1_12123_relaxed.pdb	438	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Bat mastadenovirus A	
bat_adenovirus_3	ADD17101.1_12123	76.9	82.7	ColabFold	bat_adenovirus_3_CF-ADD17101.1_12123_relaxed.pdb	442	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Bat mastadenovirus A	
bat_adenovirus_3	ADD17099.1_12123	58.7	79.4	ColabFold	bat_adenovirus_3_CF-ADD17099.1_12123_relaxed.pdb	459	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Bat mastadenovirus A	
bat_adenovirus_3	ADD17113.1_12123	38.6	82.0	ColabFold	bat_adenovirus_3_CF-ADD17113.1_12123_relaxed.pdb	472	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Bat mastadenovirus A	
bat_adenovirus_3	ADD17106.2_12123	28.3	79.7	ColabFold	bat_adenovirus_3_CF-ADD17106.2_12123_relaxed.pdb	525	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Bat mastadenovirus A	
bat_adenovirus_3	ADD17120.1_12123	61.7	69.7	ColabFold	bat_adenovirus_3_CF-ADD17120.1_12123_relaxed.pdb	555	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Bat mastadenovirus A	
bat_adenovirus_3	ADD17105.1_12123	41.4	62.2	ColabFold	bat_adenovirus_3_CF-ADD17105.1_12123_relaxed.pdb	574	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Bat mastadenovirus A	
bat_adenovirus_3	ADD17103.1_12123	28.2	77.7	ColabFold	bat_adenovirus_3_CF-ADD17103.1_12123_relaxed.pdb	609	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Bat mastadenovirus A	
bat_adenovirus_3	ADD17114.2_12123	28.9	78.0	ColabFold	bat_adenovirus_3_CF-ADD17114.2_12123_relaxed.pdb	683	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Bat mastadenovirus A	
bat_adenovirus_3	ADD17111.1_12123	22.8	70.3	ColabFold	bat_adenovirus_3_CF-ADD17111.1_12123_relaxed.pdb	908	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Bat mastadenovirus A	
bat_adenovirus_3	ADD17102.2_12123	64.6	84.6	ColabFold	bat_adenovirus_3_CF-ADD17102.2_12123_relaxed.pdb	1142	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Bat mastadenovirus A	
human_adenovirus_3	AFK92591.1_12201	54.1	83.6	ColabFold	human_adenovirus_3_CF-AFK92591.1_12201_relaxed.pdb	49	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_3	AFK92511.1_12200	54.4	83.6	ColabFold	human_adenovirus_3_CF-AFK92511.1_12200_relaxed.pdb	49	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_3	AFK92671.1_12205	51.1	81.1	ColabFold	human_adenovirus_3_CF-AFK92671.1_12205_relaxed.pdb	49	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_3	AEY79588.1_12199	54.4	83.6	ColabFold	human_adenovirus_3_CF-AEY79588.1_12199_relaxed.pdb	49	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_3	ACY04487.1_12202	54.4	83.6	ColabFold	human_adenovirus_3_CF-ACY04487.1_12202_relaxed.pdb	49	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_3	AFK92631.1_12204	54.2	83.6	ColabFold	human_adenovirus_3_CF-AFK92631.1_12204_relaxed.pdb	49	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_3	AAW33500.1_12157	50.2	82.9	ColabFold	human_adenovirus_3_CF-AAW33500.1_12157_relaxed.pdb	54	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus B	
human_adenovirus_3	ABB17769.1_12151	53.6	59.0	ColabFold	human_adenovirus_3_CF-ABB17769.1_12151_relaxed.pdb	57	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus B	
human_adenovirus_3	AAW33480.1_12157	41.3	51.0	ColabFold	human_adenovirus_3_CF-AAW33480.1_12157_relaxed.pdb	57	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus B	
human_adenovirus_3	AAW33469.1_12157	65.4	68.1	ColabFold	human_adenovirus_3_CF-AAW33469.1_12157_relaxed.pdb	58	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus B	
human_adenovirus_3	AAN17471.1_12158	69.7	67.5	ESMFold	human_adenovirus_3_EF-AAN17471.1_12158_relaxed.pdb	58	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus B	
human_adenovirus_3	AFK92585.1_12201	38.5	69.8	ColabFold	human_adenovirus_3_CF-AFK92585.1_12201_relaxed.pdb	65	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_3	AEY79582.1_12199	37.1	66.4	ColabFold	human_adenovirus_3_CF-AEY79582.1_12199_relaxed.pdb	65	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_3	AFK92505.1_12200	40.1	64.6	ColabFold	human_adenovirus_3_CF-AFK92505.1_12200_relaxed.pdb	65	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_3	AFK92625.1_12204	38.1	62.3	ColabFold	human_adenovirus_3_CF-AFK92625.1_12204_relaxed.pdb	65	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_3	ABK59085.1_12203	62.2	85.5	ColabFold	human_adenovirus_3_CF-ABK59085.1_12203_relaxed.pdb	65	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_3	AFK92665.1_12205	41.9	66.9	ColabFold	human_adenovirus_3_CF-AFK92665.1_12205_relaxed.pdb	65	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_3	CAO78636.1_12149	44.8	61.9	ColabFold	human_adenovirus_3_CF-CAO78636.1_12149_relaxed.pdb	72	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus A	
human_adenovirus_3	AEY79571.1_12199	43.0	61.1	ColabFold	human_adenovirus_3_CF-AEY79571.1_12199_relaxed.pdb	74	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_3	AFK92574.1_12201	43.0	61.1	ColabFold	human_adenovirus_3_CF-AFK92574.1_12201_relaxed.pdb	74	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_3	AFK92614.1_12204	43.0	61.1	ColabFold	human_adenovirus_3_CF-AFK92614.1_12204_relaxed.pdb	74	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_3	AFK92494.1_12200	43.0	61.1	ColabFold	human_adenovirus_3_CF-AFK92494.1_12200_relaxed.pdb	74	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_3	ABK59068.1_12203	43.0	61.1	ColabFold	human_adenovirus_3_CF-ABK59068.1_12203_relaxed.pdb	74	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_3	AFK92654.1_12205	43.0	61.1	ColabFold	human_adenovirus_3_CF-AFK92654.1_12205_relaxed.pdb	74	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_3	ACY04470.1_12202	43.0	61.1	ColabFold	human_adenovirus_3_CF-ACY04470.1_12202_relaxed.pdb	74	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_3	ABB17812.1_12151	43.1	59.9	ColabFold	human_adenovirus_3_CF-ABB17812.1_12151_relaxed.pdb	75	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus B	
