RefSeq_ID	GenBank_ID	Match_Type
YP_009246402	No Match Found	No Match
YP_009246369	No Match Found	No Match
YP_002213847	No Match Found	No Match
YP_009246441	No Match Found	No Match
NP_040934	No Match Found	No Match
YP_002213836	No Match Found	No Match
NP_040878	No Match Found	No Match
YP_001974470	No Match Found	No Match
NP_597755	No Match Found	No Match
YP_005271202	ADD17122.1	GenBank Name Curated (Extracted Product)
YP_001551773	No Match Found	No Match
NP_040935	No Match Found	No Match
NP_040879	No Match Found	No Match
YP_001974471	No Match Found	No Match
YP_002213848	No Match Found	No Match
YP_002213837	No Match Found	No Match
YP_009246370	No Match Found	No Match
YP_009246403	No Match Found	No Match
YP_009246442	No Match Found	No Match
NP_073405	CAC21258.1	GenBank Name Curated (Extracted Product)
YP_401656	No Match Found	No Match
YP_232925	AAO89322.1	GenBank Name Curated (Extracted Product)
YP_009137192	AEV91379.1	GenBank Name Curated (Extracted Product)
NP_938276	AAR07377.1	Product
YP_010377031	No Match Found	No Match
NP_851900	No Match Found	No Match
NP_619839	AAM13497.1	GenBank Name Curated (Extracted Product)
YP_009408420	No Match Found	No Match
YP_443887	No Match Found	No Match
NP_042072	No Match Found	No Match
YP_009137115	AEQ77071.1	GenBank Name Curated (Extracted Product)
NP_040141	No Match Found	No Match
YP_010085495	AXN74832.1	GenBank Name Curated (Extracted Product)
YP_001129417	ABD28915.1	Product
YP_001129453	No Match Found	No Match
YP_401701	CAD53451.1	GenBank Name Curated (Extracted Product)
YP_001129497	No Match Found	No Match
YP_001129374	ABD28872.1	Product
NP_938395	No Match Found	No Match
NP_073529	CAC21382.1	GenBank Name Curated (Extracted Product)
YP_233069	AAO89466.1	GenBank Name Curated (Extracted Product)
YP_010377162	No Match Found	No Match
YP_009408560	No Match Found	No Match
NP_042219	No Match Found	No Match
NP_619980	AAM13638.1	GenBank Name Curated (Extracted Product)
YP_010085642	AXN74979.1	GenBank Name Curated (Extracted Product)
YP_009137174	AEV91361.1	GenBank Name Curated (Extracted Product)
YP_009137097	AEQ77053.1	GenBank Name Curated (Extracted Product)
NP_040159	No Match Found	No Match
NP_851882	AAP41492.1	GenBank Name Curated (Extracted Product)
YP_443869	No Match Found	No Match
NP_073441	CAC21294.1	GenBank Name Curated (Extracted Product)
YP_010377073	No Match Found	No Match
NP_042113	No Match Found	No Match
NP_957820	AAR98268.1	GenBank Name Curated (Extracted Product)
NP_619881	AAM13539.1	GenBank Name Curated (Extracted Product)
YP_010085539	No Match Found	No Match
YP_232966	No Match Found	No Match
NP_938311	AAR07412.1	Product
NP_044013	No Match Found	No Match
YP_009408464	No Match Found	No Match
NP_044033	No Match Found	No Match
NP_619895	AAM13553.1	GenBank Name Curated (Extracted Product)
YP_232981	No Match Found	No Match
NP_957834	AAR98282.1	GenBank Name Curated (Extracted Product)
YP_010085555	No Match Found	No Match
NP_938327	AAR07428.1	Product
NP_042128	No Match Found	No Match
YP_009408479	No Match Found	No Match
YP_010377088	No Match Found	No Match
NP_073457	CAC21310.1	GenBank Name Curated (Extracted Product)
YP_401718	No Match Found	No Match
YP_001129511	No Match Found	No Match
NP_073433	CAC21286.1	GenBank Name Curated (Extracted Product)
NP_957812	AAR98260.1	GenBank Name Curated (Extracted Product)
YP_009408456	No Match Found	No Match
YP_232958	AAO89355.1	GenBank Name Curated (Extracted Product)
NP_042105	No Match Found	No Match
YP_010377065	No Match Found	No Match
NP_619873	AAM13531.1	GenBank Name Curated (Extracted Product)
YP_010085531	AXN74868.1	GenBank Name Curated (Extracted Product)
NP_938303	AAR07404.1	Product
NP_044000	No Match Found	No Match
NP_040911	No Match Found	No Match
NP_040510	No Match Found	No Match
YP_002213799	No Match Found	No Match
YP_002213766	No Match Found	No Match
YP_001974423	No Match Found	No Match
NP_040848	No Match Found	No Match
YP_005271178	ADD17098.1	GenBank Name Curated (Extracted Product)
NP_040189	No Match Found	No Match
YP_009137142	AEQ77098.1	GenBank Name Curated (Extracted Product)
NP_851926	No Match Found	No Match
YP_443913	No Match Found	No Match
YP_009137219	AEV91406.1	GenBank Name Curated (Extracted Product)
NP_040165	No Match Found	No Match
YP_443861	No Match Found	No Match
NP_050241	No Match Found	No Match
YP_073802	No Match Found	No Match
YP_009458640	No Match Found	No Match
NP_851874	No Match Found	No Match
YP_001129485	No Match Found	No Match
YP_401690	No Match Found	No Match
YP_004936056	AEV80444.1	GenBank Name Curated (Extracted Product)
YP_002608281	No Match Found	No Match
YP_009137089	AEQ77045.1	GenBank Name Curated (Extracted Product)
YP_009137166	AEV91353.1	GenBank Name Curated (Extracted Product)
YP_001129382	ABD28880.1	Product
YP_081537	AAR31641.1	GenBank Name Curated (Extracted Product)
YP_005271198	ADD17118.1	GenBank Name Curated (Extracted Product)
YP_010377146	No Match Found	No Match
NP_619956	AAM13614.1	GenBank Name Curated (Extracted Product)
NP_073512	CAC21365.1	GenBank Name Curated (Extracted Product)
NP_938383	No Match Found	No Match
YP_009408538	No Match Found	No Match
YP_010085617	No Match Found	No Match
YP_233042	No Match Found	No Match
NP_073510	CAC21363.1	GenBank Name Curated (Extracted Product)
NP_938381	No Match Found	No Match
NP_044100	No Match Found	No Match
NP_957891	AAR98339.1	GenBank Name Curated (Extracted Product)
NP_040133	No Match Found	No Match
YP_443895	No Match Found	No Match
NP_851908	No Match Found	No Match
YP_009137200	AEV91387.1	GenBank Name Curated (Extracted Product)
YP_009137123	AEQ77079.1	GenBank Name Curated (Extracted Product)
NP_056788	No Match Found	No Match
YP_004934010	No Match Found	No Match
YP_006905854	No Match Found	No Match
YP_006905860	No Match Found	No Match
YP_003090288	No Match Found	No Match
YP_009047080	No Match Found	No Match
YP_006905857	No Match Found	No Match
YP_003275953	No Match Found	No Match
YP_009505517	AJN08923.1	GenBank Name Curated (Extracted Product)
YP_009047084	AFO67835.2	Product
NP_955548	No Match Found	No Match
YP_009094370	AHY85663.1	GenBank Name Curated (Extracted Product)
YP_009361871	AJR28453.1	Product
YP_007641380	ADO63658.1	Product
YP_009505325	AAN16983.1	Product
YP_009505535	AMR98950.1	Product
YP_007641385	CAH17547.1	Product
YP_001285396	No Match Found	No Match
NP_056796	No Match Found	No Match
YP_142353	No Match Found	No Match
YP_007641405	No Match Found	No Match
YP_001285391	No Match Found	No Match
NP_042141	No Match Found	No Match
YP_010085569	AXN74906.1	GenBank Name Curated (Extracted Product)
YP_009408492	No Match Found	No Match
NP_073470	CAC21323.1	GenBank Name Curated (Extracted Product)
YP_232994	AAO89391.1	GenBank Name Curated (Extracted Product)
NP_044048	No Match Found	No Match
NP_938340	AAR07441.1	Product
NP_957847	AAR98295.1	GenBank Name Curated (Extracted Product)
YP_010377101	No Match Found	No Match
NP_619908	AAM13566.1	GenBank Name Curated (Extracted Product)
YP_002808456	No Match Found	No Match
YP_680427	AAC03778.1	GenBank Name Curated (Extracted Product)
YP_002586776	No Match Found	No Match
YP_002586775	No Match Found	No Match
YP_002916063	No Match Found	No Match
YP_002808457	No Match Found	No Match
YP_680426	AAC03780.1	GenBank Name Curated (Extracted Product)
YP_002916062	No Match Found	No Match
YP_680428	AAC03779.1	GenBank Name Curated (Extracted Product)
YP_009508805	AMS35095.1	GenBank Name Curated (Extracted Product)
YP_009058897	No Match Found	No Match
YP_009058895	No Match Found	No Match
YP_009508807	AMS35094.1	Product
YP_009137124	AEQ77080.1	GenBank Name Curated (Extracted Product)
NP_851909	AAP41467.1	GenBank Name Curated (Extracted Product)
YP_009137201	AEV91388.1	GenBank Name Curated (Extracted Product)
YP_443896	No Match Found	No Match
NP_040132	No Match Found	No Match
YP_001129405	ABD28903.1	Product
YP_401666	No Match Found	No Match
YP_001129461	No Match Found	No Match
YP_004936117	AEV80505.1	GenBank Name Curated (Extracted Product)
YP_081593	AAR31697.1	GenBank Name Curated (Extracted Product)
YP_002608311	No Match Found	No Match
YP_002608313	No Match Found	No Match
YP_081595	AAR31699.1	GenBank Name Curated (Extracted Product)
YP_004936115	AEV80503.1	GenBank Name Curated (Extracted Product)
YP_004936118	AEV80506.1	GenBank Name Curated (Extracted Product)
YP_002608312	No Match Found	No Match
YP_081594	AAR31698.1	GenBank Name Curated (Extracted Product)
YP_002608310	No Match Found	No Match
YP_081592	AAR31696.1	GenBank Name Curated (Extracted Product)
YP_081596	AAR31700.1	GenBank Name Curated (Extracted Product)
YP_004936120	AEV80508.1	GenBank Name Curated (Extracted Product)
YP_002608314	No Match Found	No Match
YP_002608307	No Match Found	No Match
YP_081590	AAR31694.1	GenBank Name Curated (Extracted Product)
YP_002608308	No Match Found	No Match
YP_081589	AAR31693.1	GenBank Name Curated (Extracted Product)
YP_004936114	AEV80502.1	GenBank Name Curated (Extracted Product)
NP_851925	No Match Found	No Match
YP_009137141	AEQ77097.1	GenBank Name Curated (Extracted Product)
YP_443912	No Match Found	No Match
YP_009137218	AEV91405.1	GenBank Name Curated (Extracted Product)
YP_009246377	No Match Found	No Match
YP_009246416	No Match Found	No Match
YP_009246344	No Match Found	No Match
YP_004936011	AEV80400.1	GenBank Name Curated (Extracted Product)
YP_081494	AAR31600.1	GenBank Name Curated (Extracted Product)
YP_002608245	No Match Found	No Match
NP_050195	No Match Found	No Match
YP_073755	No Match Found	No Match
NP_042906	CAA58393.1	Product
YP_004936002	AEV80391.1	GenBank Name Curated (Extracted Product)
YP_002608239	No Match Found	No Match
YP_081484	AAR31590.1	GenBank Name Curated (Extracted Product)
NP_851861	AAP41420.1	GenBank Name Curated (Extracted Product)
YP_001129473	No Match Found	No Match
YP_001129398	ABD28896.1	Product
YP_073819	No Match Found	No Match
NP_040181	CAA27942.1	GenBank Name Curated (Extracted Product)
NP_042974	CAA58330.1	GenBank Name Curated (Extracted Product)
NP_050260	No Match Found	No Match
YP_004936073	AEV80461.1	GenBank Name Curated (Extracted Product)
YP_002608295	No Match Found	No Match
YP_009137076	AEQ77032.1	GenBank Name Curated (Extracted Product)
YP_401679	CAD53429.1	GenBank Name Curated (Extracted Product)
YP_443848	No Match Found	No Match
YP_009137153	AEV91340.2	GenBank Name Curated (Extracted Product)
YP_081554	AAR31658.1	GenBank Name Curated (Extracted Product)
YP_010085566	AXN74903.1	GenBank Name Curated (Extracted Product)
NP_957844	AAR98292.1	GenBank Name Curated (Extracted Product)
YP_009408489	No Match Found	No Match
NP_044044	No Match Found	No Match
NP_938337	AAR07438.1	Product
NP_619905	AAM13563.1	GenBank Name Curated (Extracted Product)
YP_232991	AAO89388.1	GenBank Name Curated (Extracted Product)
NP_073467	CAC21320.1	GenBank Name Curated (Extracted Product)
NP_042138	No Match Found	No Match
YP_010377098	No Match Found	No Match
YP_010085464	No Match Found	No Match
NP_619809	AAM13467.1	GenBank Name Curated (Extracted Product)
YP_010085473	AXN74810.1	GenBank Name Curated (Extracted Product)
YP_009408582	No Match Found	No Match
NP_619818	AAM13476.1	GenBank Name Curated (Extracted Product)
YP_232903	AAO89300.1	GenBank Name Curated (Extracted Product)
YP_010377012	No Match Found	No Match
NP_042052	No Match Found	No Match
NP_073452	CAC21305.1	GenBank Name Curated (Extracted Product)
NP_938322	No Match Found	No Match
NP_619911	AAM13569.1	GenBank Name Curated (Extracted Product)
YP_009408495	No Match Found	No Match
NP_957848	AAR98296.1	GenBank Name Curated (Extracted Product)
YP_010377104	No Match Found	No Match
NP_042144	No Match Found	No Match
YP_010085572	AXN74909.1	GenBank Name Curated (Extracted Product)
NP_044050	No Match Found	No Match
NP_073472	CAC21325.1	GenBank Name Curated (Extracted Product)
YP_232997	AAO89394.1	GenBank Name Curated (Extracted Product)
NP_938342	AAR07443.1	Product
NP_073471	CAC21324.1	GenBank Name Curated (Extracted Product)
YP_010377103	No Match Found	No Match
NP_042143	No Match Found	No Match
NP_044049	No Match Found	No Match
YP_232996	AAO89393.1	GenBank Name Curated (Extracted Product)
YP_010085571	AXN74908.1	GenBank Name Curated (Extracted Product)
YP_009408494	No Match Found	No Match
NP_619910	AAM13568.1	GenBank Name Curated (Extracted Product)
NP_938341	AAR07442.1	Product
NP_733808	No Match Found	No Match
NP_776003	No Match Found	No Match
YP_009430302	No Match Found	No Match
YP_009227200	No Match Found	No Match
YP_009329951	No Match Found	No Match
NP_722533	No Match Found	No Match
YP_004734464_nonstructural_protein_NS2A	No Match Found	No Match
YP_009333109	No Match Found	No Match
NP_776016	No Match Found	No Match
NP_775668	No Match Found	No Match
NP_740724	No Match Found	No Match
NP_775518	No Match Found	No Match
NP_740297	No Match Found	No Match
NP_775505	No Match Found	No Match
YP_009362059	AKC42517.1	GenBank Name Curated (Extracted Product)
YP_009362060	AKC42516.1	GenBank Name Curated (Extracted Product)
YP_009666948	ARI46656.1	GenBank Name Curated (Extracted Product)
YP_009666914	AGU99595.1	GenBank Name Curated (Extracted Product)
NP_047214	BAA00262.1	GenBank Name Curated (Extracted Product)
NP_982306	AAP69951.1	GenBank Name Curated (Extracted Product)
YP_009362048	AGW82137.1	GenBank Name Curated (Extracted Product)
YP_009362073	AGW82141.1	GenBank Name Curated (Extracted Product)
NP_671971	ABQ12629.1	GenBank Name Curated (Extracted Product)
YP_010085083	ABX89408.1	GenBank Name Curated (Extracted Product)
YP_009666963	APA29004.1	GenBank Name Curated (Extracted Product)
YP_009666972	APA28996.1	GenBank Name Curated (Extracted Product)
NP_040136	CAA27896.1	GenBank Name Curated (Extracted Product)
YP_001129361	ABD28859.1	Product
YP_009227301	No Match Found	No Match
NP_803204	No Match Found	No Match
YP_009272687	No Match Found	No Match
NP_751926	No Match Found	No Match
YP_009272642	No Match Found	No Match
YP_001491555	No Match Found	No Match
YP_009272654	No Match Found	No Match
NP_803207	No Match Found	No Match
YP_009227298	No Match Found	No Match
YP_009137163	AEV91350.1	Product
YP_443858	No Match Found	No Match
NP_040170	CAA27931.1	Product
YP_009137086	AEQ77042.1	Product
NP_851871	AAP41430.1	Product
NP_050249	No Match Found	No Match
YP_004936064	AEV80452.1	Product
YP_073810	No Match Found	No Match
YP_081545	AAR31649.1	Product
YP_001129481	No Match Found	No Match
YP_401687	No Match Found	No Match
YP_001129390	ABD28888.1	Product
NP_042963	CAA58362.1	GenBank Name Curated (Extracted Product)
YP_002608288	No Match Found	No Match
NP_040855	No Match Found	No Match
NP_040918	No Match Found	No Match
NP_040519	No Match Found	No Match
YP_009246382	No Match Found	No Match
YP_009246349	No Match Found	No Match
YP_002213772	No Match Found	No Match
YP_009246421	No Match Found	No Match
YP_002213805	No Match Found	No Match
YP_001974448	No Match Found	No Match
YP_005271184	ADD17104.1	GenBank Name Curated (Extracted Product)
YP_009507720	AFX73390.1	Product
YP_009507709	AFX73379.1	Product
YP_008126855	No Match Found	No Match
YP_006383902_0-1043	No Match Found	No Match
NP_040130	No Match Found	No Match
YP_443893	No Match Found	No Match
YP_009137121	No Match Found	No Match
NP_851906	No Match Found	No Match
YP_009137198	No Match Found	No Match
NP_040135	No Match Found	No Match
YP_005271206	ADD17126.1	GenBank Name Curated (Extracted Product)
YP_009246372	No Match Found	No Match
YP_009246444	No Match Found	No Match
YP_009246405	No Match Found	No Match
YP_009246407	No Match Found	No Match
YP_009246446	No Match Found	No Match
YP_009246374	No Match Found	No Match
YP_005271204	ADD17124.1	GenBank Name Curated (Extracted Product)
YP_005271203	ADD17123.1	GenBank Name Curated (Extracted Product)
NP_040534	No Match Found	No Match
YP_002213849	No Match Found	No Match
NP_040880	No Match Found	No Match
YP_001974472	No Match Found	No Match
NP_040936	No Match Found	No Match
YP_002213838	No Match Found	No Match
YP_005271205	ADD17125.1	GenBank Name Curated (Extracted Product)
YP_002213850	No Match Found	No Match
YP_002213839	No Match Found	No Match
NP_040881	No Match Found	No Match
YP_002640223	No Match Found	No Match
YP_001551774	No Match Found	No Match
YP_001974473	No Match Found	No Match
YP_009246445	No Match Found	No Match
YP_009246373	No Match Found	No Match
YP_009246406	No Match Found	No Match
YP_009137075	AEQ77031.1	GenBank Name Curated (Extracted Product)
YP_009137152	AEV91339.1	GenBank Name Curated (Extracted Product)
YP_004936021	AEV80410.1	GenBank Name Curated (Extracted Product)
YP_073769	No Match Found	No Match
YP_081504	AAR31610.1	GenBank Name Curated (Extracted Product)
NP_050210	No Match Found	No Match
NP_042922	CAA58409.1	Product
YP_002608252	No Match Found	No Match
NP_040143	No Match Found	No Match
YP_443885	No Match Found	No Match
YP_009137190	AEV91377.1	GenBank Name Curated (Extracted Product)
NP_851898	No Match Found	No Match
YP_009137113	AEQ77069.1	GenBank Name Curated (Extracted Product)
YP_001129451	No Match Found	No Match
YP_401654	No Match Found	No Match
YP_001129419	ABD28917.1	Product
YP_009507868	AKO90188.1	GenBank Name Curated (Extracted Product)
